event_id,is_anomalous,anomaly_type,severity,generation_reason
EVT_001830,False,NORMAL,none,Standard event within normal baseline
EVT_001831,False,NORMAL,none,Standard event within normal baseline
EVT_001832,False,NORMAL,none,Standard event within normal baseline
EVT_001833,False,NORMAL,none,Standard event within normal baseline
EVT_001834,False,NORMAL,none,Standard event within normal baseline
EVT_001835,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001836,False,NORMAL,none,Standard event within normal baseline
EVT_001837,False,NORMAL,none,Standard event within normal baseline
EVT_001838,False,NORMAL,none,Standard event within normal baseline
EVT_001839,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001840,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001841,False,NORMAL,none,Standard event within normal baseline
EVT_001842,False,NORMAL,none,Standard event within normal baseline
EVT_001843,False,NORMAL,none,Standard event within normal baseline
EVT_001844,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_001845,False,NORMAL,none,Standard event within normal baseline
EVT_001846,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001847,False,NORMAL,none,Standard event within normal baseline
EVT_001848,False,NORMAL,none,Standard event within normal baseline
EVT_001849,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_001850,False,NORMAL,none,Standard event within normal baseline
EVT_001851,False,NORMAL,none,Standard event within normal baseline
EVT_001852,False,NORMAL,none,Standard event within normal baseline
EVT_001853,False,NORMAL,none,Standard event within normal baseline
EVT_001854,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001855,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001856,False,NORMAL,none,Standard event within normal baseline
EVT_001857,False,NORMAL,none,Standard event within normal baseline
EVT_001858,False,NORMAL,none,Standard event within normal baseline
EVT_001859,False,NORMAL,none,Standard event within normal baseline
EVT_001860,False,NORMAL,none,Standard event within normal baseline
EVT_001861,False,NORMAL,none,Standard event within normal baseline
EVT_001862,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001863,False,NORMAL,none,Standard event within normal baseline
EVT_001864,False,NORMAL,none,Standard event within normal baseline
EVT_001865,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001866,False,NORMAL,none,Standard event within normal baseline
EVT_001867,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_001868,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_001869,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_001870,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001871,False,NORMAL,none,Standard event within normal baseline
EVT_001872,False,NORMAL,none,Standard event within normal baseline
EVT_001873,False,NORMAL,none,Standard event within normal baseline
EVT_001874,False,NORMAL,none,Standard event within normal baseline
EVT_001875,False,NORMAL,none,Standard event within normal baseline
EVT_001876,False,NORMAL,none,Standard event within normal baseline
EVT_001877,False,NORMAL,none,Standard event within normal baseline
EVT_001878,False,NORMAL,none,Standard event within normal baseline
EVT_001879,False,NORMAL,none,Standard event within normal baseline
EVT_001880,False,NORMAL,none,Standard event within normal baseline
EVT_001881,False,NORMAL,none,Standard event within normal baseline
EVT_001882,False,NORMAL,none,Standard event within normal baseline
EVT_001883,False,NORMAL,none,Standard event within normal baseline
EVT_001884,False,NORMAL,none,Standard event within normal baseline
EVT_001885,False,NORMAL,none,Standard event within normal baseline
EVT_001886,False,NORMAL,none,Standard event within normal baseline
EVT_001887,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_001888,False,NORMAL,none,Standard event within normal baseline
EVT_001889,False,NORMAL,none,Standard event within normal baseline
EVT_001890,False,NORMAL,none,Standard event within normal baseline
EVT_001891,False,NORMAL,none,Standard event within normal baseline
EVT_001892,False,NORMAL,none,Standard event within normal baseline
EVT_001893,False,NORMAL,none,Standard event within normal baseline
EVT_001894,False,NORMAL,none,Standard event within normal baseline
EVT_001895,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_001896,False,NORMAL,none,Standard event within normal baseline
EVT_001897,False,NORMAL,none,Standard event within normal baseline
EVT_001898,False,NORMAL,none,Standard event within normal baseline
EVT_001899,False,NORMAL,none,Standard event within normal baseline
EVT_001900,False,NORMAL,none,Standard event within normal baseline
EVT_001901,False,NORMAL,none,Standard event within normal baseline
EVT_001902,False,NORMAL,none,Standard event within normal baseline
EVT_001903,False,NORMAL,none,Standard event within normal baseline
EVT_001904,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001905,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001906,False,NORMAL,none,Standard event within normal baseline
EVT_001907,False,NORMAL,none,Standard event within normal baseline
EVT_001908,False,NORMAL,none,Standard event within normal baseline
EVT_001909,False,NORMAL,none,Standard event within normal baseline
EVT_001910,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001911,False,NORMAL,none,Standard event within normal baseline
EVT_001912,False,NORMAL,none,Standard event within normal baseline
EVT_001913,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001914,False,NORMAL,none,Standard event within normal baseline
EVT_001915,False,NORMAL,none,Standard event within normal baseline
EVT_001916,False,NORMAL,none,Standard event within normal baseline
EVT_001917,False,NORMAL,none,Standard event within normal baseline
EVT_001918,False,NORMAL,none,Standard event within normal baseline
EVT_001919,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001920,False,NORMAL,none,Standard event within normal baseline
EVT_001921,False,NORMAL,none,Standard event within normal baseline
EVT_001922,False,NORMAL,none,Standard event within normal baseline
EVT_001923,False,NORMAL,none,Standard event within normal baseline
EVT_001924,False,NORMAL,none,Standard event within normal baseline
EVT_001925,False,NORMAL,none,Standard event within normal baseline
EVT_001926,False,NORMAL,none,Standard event within normal baseline
EVT_001927,False,NORMAL,none,Standard event within normal baseline
EVT_001928,False,NORMAL,none,Standard event within normal baseline
EVT_001929,False,NORMAL,none,Standard event within normal baseline
EVT_001930,False,NORMAL,none,Standard event within normal baseline
EVT_001931,False,NORMAL,none,Standard event within normal baseline
EVT_001932,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001933,False,NORMAL,none,Standard event within normal baseline
EVT_001934,False,NORMAL,none,Standard event within normal baseline
EVT_001935,False,NORMAL,none,Standard event within normal baseline
EVT_001936,False,NORMAL,none,Standard event within normal baseline
EVT_001937,False,NORMAL,none,Standard event within normal baseline
EVT_001938,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001939,False,NORMAL,none,Standard event within normal baseline
EVT_001940,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_001941,False,NORMAL,none,Standard event within normal baseline
EVT_001942,False,NORMAL,none,Standard event within normal baseline
EVT_001943,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001944,False,NORMAL,none,Standard event within normal baseline
EVT_001945,False,NORMAL,none,Standard event within normal baseline
EVT_001946,False,NORMAL,none,Standard event within normal baseline
EVT_001947,False,NORMAL,none,Standard event within normal baseline
EVT_001948,False,NORMAL,none,Standard event within normal baseline
EVT_001949,False,NORMAL,none,Standard event within normal baseline
EVT_001950,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001951,False,NORMAL,none,Standard event within normal baseline
EVT_001952,False,NORMAL,none,Standard event within normal baseline
EVT_001953,False,NORMAL,none,Standard event within normal baseline
EVT_001954,False,NORMAL,none,Standard event within normal baseline
EVT_001955,False,NORMAL,none,Standard event within normal baseline
EVT_001956,False,NORMAL,none,Standard event within normal baseline
EVT_001957,False,NORMAL,none,Standard event within normal baseline
EVT_001958,False,NORMAL,none,Standard event within normal baseline
EVT_001959,False,NORMAL,none,Standard event within normal baseline
EVT_001960,False,NORMAL,none,Standard event within normal baseline
EVT_001961,False,NORMAL,none,Standard event within normal baseline
EVT_001962,False,NORMAL,none,Standard event within normal baseline
EVT_001963,False,NORMAL,none,Standard event within normal baseline
EVT_001964,False,NORMAL,none,Standard event within normal baseline
EVT_001965,False,NORMAL,none,Standard event within normal baseline
EVT_001966,False,NORMAL,none,Standard event within normal baseline
EVT_001967,False,NORMAL,none,Standard event within normal baseline
EVT_001968,False,NORMAL,none,Standard event within normal baseline
EVT_001969,False,NORMAL,none,Standard event within normal baseline
EVT_001970,False,NORMAL,none,Standard event within normal baseline
EVT_001971,False,NORMAL,none,Standard event within normal baseline
EVT_001972,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_001973,False,NORMAL,none,Standard event within normal baseline
EVT_001974,False,NORMAL,none,Standard event within normal baseline
EVT_001975,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001976,False,NORMAL,none,Standard event within normal baseline
EVT_001977,False,NORMAL,none,Standard event within normal baseline
EVT_001978,False,NORMAL,none,Standard event within normal baseline
EVT_001979,False,NORMAL,none,Standard event within normal baseline
EVT_001980,False,NORMAL,none,Standard event within normal baseline
EVT_001981,False,NORMAL,none,Standard event within normal baseline
EVT_001982,False,NORMAL,none,Standard event within normal baseline
EVT_001983,False,NORMAL,none,Standard event within normal baseline
EVT_001984,False,NORMAL,none,Standard event within normal baseline
EVT_001985,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001986,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001987,False,NORMAL,none,Standard event within normal baseline
EVT_001988,False,NORMAL,none,Standard event within normal baseline
EVT_001989,False,NORMAL,none,Standard event within normal baseline
EVT_001990,False,NORMAL,none,Standard event within normal baseline
EVT_001991,False,NORMAL,none,Standard event within normal baseline
EVT_001992,False,NORMAL,none,Standard event within normal baseline
EVT_001993,False,NORMAL,none,Standard event within normal baseline
EVT_001994,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001995,False,NORMAL,none,Standard event within normal baseline
EVT_001996,False,NORMAL,none,Standard event within normal baseline
EVT_001997,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_001998,False,NORMAL,none,Standard event within normal baseline
EVT_001999,False,NORMAL,none,Standard event within normal baseline
EVT_002000,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002001,False,NORMAL,none,Standard event within normal baseline
EVT_002002,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002003,False,NORMAL,none,Standard event within normal baseline
EVT_002004,False,NORMAL,none,Standard event within normal baseline
EVT_002005,False,NORMAL,none,Standard event within normal baseline
EVT_002006,False,NORMAL,none,Standard event within normal baseline
EVT_002007,False,NORMAL,none,Standard event within normal baseline
EVT_002008,False,NORMAL,none,Standard event within normal baseline
EVT_002009,False,NORMAL,none,Standard event within normal baseline
EVT_002010,False,NORMAL,none,Standard event within normal baseline
EVT_002011,False,NORMAL,none,Standard event within normal baseline
EVT_002012,False,NORMAL,none,Standard event within normal baseline
EVT_002013,False,NORMAL,none,Standard event within normal baseline
EVT_002014,False,NORMAL,none,Standard event within normal baseline
EVT_002015,False,NORMAL,none,Standard event within normal baseline
EVT_002016,False,NORMAL,none,Standard event within normal baseline
EVT_002017,False,NORMAL,none,Standard event within normal baseline
EVT_002018,False,NORMAL,none,Standard event within normal baseline
EVT_002019,False,NORMAL,none,Standard event within normal baseline
EVT_002020,False,NORMAL,none,Standard event within normal baseline
EVT_002021,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_002022,False,NORMAL,none,Standard event within normal baseline
EVT_002023,False,NORMAL,none,Standard event within normal baseline
EVT_002024,False,NORMAL,none,Standard event within normal baseline
EVT_002025,False,NORMAL,none,Standard event within normal baseline
EVT_002026,False,NORMAL,none,Standard event within normal baseline
EVT_002027,False,NORMAL,none,Standard event within normal baseline
EVT_002028,False,NORMAL,none,Standard event within normal baseline
EVT_002029,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002030,False,NORMAL,none,Standard event within normal baseline
EVT_002031,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002032,False,NORMAL,none,Standard event within normal baseline
EVT_002033,False,NORMAL,none,Standard event within normal baseline
EVT_002034,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002035,False,NORMAL,none,Standard event within normal baseline
EVT_002036,False,NORMAL,none,Standard event within normal baseline
EVT_002037,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_002038,False,NORMAL,none,Standard event within normal baseline
EVT_002039,False,NORMAL,none,Standard event within normal baseline
EVT_002040,False,NORMAL,none,Standard event within normal baseline
EVT_002041,False,NORMAL,none,Standard event within normal baseline
EVT_002042,False,NORMAL,none,Standard event within normal baseline
EVT_002043,False,NORMAL,none,Standard event within normal baseline
EVT_002044,False,NORMAL,none,Standard event within normal baseline
EVT_002045,False,NORMAL,none,Standard event within normal baseline
EVT_002046,False,NORMAL,none,Standard event within normal baseline
EVT_002047,False,NORMAL,none,Standard event within normal baseline
EVT_002048,False,NORMAL,none,Standard event within normal baseline
EVT_002049,False,NORMAL,none,Standard event within normal baseline
EVT_002050,False,NORMAL,none,Standard event within normal baseline
EVT_002051,False,NORMAL,none,Standard event within normal baseline
EVT_002052,False,NORMAL,none,Standard event within normal baseline
EVT_002053,False,NORMAL,none,Standard event within normal baseline
EVT_002054,False,NORMAL,none,Standard event within normal baseline
EVT_002055,False,NORMAL,none,Standard event within normal baseline
EVT_002056,False,NORMAL,none,Standard event within normal baseline
EVT_002057,False,NORMAL,none,Standard event within normal baseline
EVT_002058,False,NORMAL,none,Standard event within normal baseline
EVT_002059,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002060,False,NORMAL,none,Standard event within normal baseline
EVT_002061,False,NORMAL,none,Standard event within normal baseline
EVT_002062,False,NORMAL,none,Standard event within normal baseline
EVT_002063,False,NORMAL,none,Standard event within normal baseline
EVT_002064,False,NORMAL,none,Standard event within normal baseline
EVT_002065,False,NORMAL,none,Standard event within normal baseline
EVT_002066,False,NORMAL,none,Standard event within normal baseline
EVT_002067,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002068,False,NORMAL,none,Standard event within normal baseline
EVT_002069,False,NORMAL,none,Standard event within normal baseline
EVT_002070,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002071,False,NORMAL,none,Standard event within normal baseline
EVT_002072,False,NORMAL,none,Standard event within normal baseline
EVT_002073,False,NORMAL,none,Standard event within normal baseline
EVT_002074,False,NORMAL,none,Standard event within normal baseline
EVT_002075,False,NORMAL,none,Standard event within normal baseline
EVT_002076,False,NORMAL,none,Standard event within normal baseline
EVT_002077,False,NORMAL,none,Standard event within normal baseline
EVT_002078,False,NORMAL,none,Standard event within normal baseline
EVT_002079,False,NORMAL,none,Standard event within normal baseline
EVT_002080,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002081,False,NORMAL,none,Standard event within normal baseline
EVT_002082,False,NORMAL,none,Standard event within normal baseline
EVT_002083,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002084,False,NORMAL,none,Standard event within normal baseline
EVT_002085,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002086,False,NORMAL,none,Standard event within normal baseline
EVT_002087,False,NORMAL,none,Standard event within normal baseline
EVT_002088,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002089,False,NORMAL,none,Standard event within normal baseline
EVT_002090,False,NORMAL,none,Standard event within normal baseline
EVT_002091,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_002092,False,NORMAL,none,Standard event within normal baseline
EVT_002093,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002094,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002095,False,NORMAL,none,Standard event within normal baseline
EVT_002096,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002097,False,NORMAL,none,Standard event within normal baseline
EVT_002098,False,NORMAL,none,Standard event within normal baseline
EVT_002099,False,NORMAL,none,Standard event within normal baseline
EVT_002100,False,NORMAL,none,Standard event within normal baseline
EVT_002101,False,NORMAL,none,Standard event within normal baseline
EVT_002102,False,NORMAL,none,Standard event within normal baseline
EVT_002103,False,NORMAL,none,Standard event within normal baseline
EVT_002104,False,NORMAL,none,Standard event within normal baseline
EVT_002105,False,NORMAL,none,Standard event within normal baseline
EVT_002106,False,NORMAL,none,Standard event within normal baseline
EVT_002107,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002108,False,NORMAL,none,Standard event within normal baseline
EVT_002109,False,NORMAL,none,Standard event within normal baseline
EVT_002110,False,NORMAL,none,Standard event within normal baseline
EVT_002111,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002112,False,NORMAL,none,Standard event within normal baseline
EVT_002113,False,NORMAL,none,Standard event within normal baseline
EVT_002114,False,NORMAL,none,Standard event within normal baseline
EVT_002115,False,NORMAL,none,Standard event within normal baseline
EVT_002116,False,NORMAL,none,Standard event within normal baseline
EVT_002117,False,NORMAL,none,Standard event within normal baseline
EVT_002118,False,NORMAL,none,Standard event within normal baseline
EVT_002119,False,NORMAL,none,Standard event within normal baseline
EVT_002120,False,NORMAL,none,Standard event within normal baseline
EVT_002121,False,NORMAL,none,Standard event within normal baseline
EVT_002122,False,NORMAL,none,Standard event within normal baseline
EVT_002123,False,NORMAL,none,Standard event within normal baseline
EVT_002124,False,NORMAL,none,Standard event within normal baseline
EVT_002125,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002126,False,NORMAL,none,Standard event within normal baseline
EVT_002127,False,NORMAL,none,Standard event within normal baseline
EVT_002128,False,NORMAL,none,Standard event within normal baseline
EVT_002129,False,NORMAL,none,Standard event within normal baseline
EVT_002130,False,NORMAL,none,Standard event within normal baseline
EVT_002131,False,NORMAL,none,Standard event within normal baseline
EVT_002132,False,NORMAL,none,Standard event within normal baseline
EVT_002133,False,NORMAL,none,Standard event within normal baseline
EVT_002134,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_002135,False,NORMAL,none,Standard event within normal baseline
EVT_002136,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002137,False,NORMAL,none,Standard event within normal baseline
EVT_002138,False,NORMAL,none,Standard event within normal baseline
EVT_002139,False,NORMAL,none,Standard event within normal baseline
EVT_002140,False,NORMAL,none,Standard event within normal baseline
EVT_002141,False,NORMAL,none,Standard event within normal baseline
EVT_002142,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_002143,False,NORMAL,none,Standard event within normal baseline
EVT_002144,False,NORMAL,none,Standard event within normal baseline
EVT_002145,False,NORMAL,none,Standard event within normal baseline
EVT_002146,False,NORMAL,none,Standard event within normal baseline
EVT_002147,False,NORMAL,none,Standard event within normal baseline
EVT_002148,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002149,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002150,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002151,False,NORMAL,none,Standard event within normal baseline
EVT_002152,False,NORMAL,none,Standard event within normal baseline
EVT_002153,False,NORMAL,none,Standard event within normal baseline
EVT_002154,False,NORMAL,none,Standard event within normal baseline
EVT_002155,False,NORMAL,none,Standard event within normal baseline
EVT_002156,False,NORMAL,none,Standard event within normal baseline
EVT_002157,False,NORMAL,none,Standard event within normal baseline
EVT_002158,False,NORMAL,none,Standard event within normal baseline
EVT_002159,False,NORMAL,none,Standard event within normal baseline
EVT_002160,False,NORMAL,none,Standard event within normal baseline
EVT_002161,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002162,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_002163,False,NORMAL,none,Standard event within normal baseline
EVT_002164,False,NORMAL,none,Standard event within normal baseline
EVT_002165,False,NORMAL,none,Standard event within normal baseline
EVT_002166,False,NORMAL,none,Standard event within normal baseline
EVT_002167,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002168,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002169,False,NORMAL,none,Standard event within normal baseline
EVT_002170,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_002171,False,NORMAL,none,Standard event within normal baseline
EVT_002172,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002173,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002174,False,NORMAL,none,Standard event within normal baseline
EVT_002175,False,NORMAL,none,Standard event within normal baseline
EVT_002176,False,NORMAL,none,Standard event within normal baseline
EVT_002177,False,NORMAL,none,Standard event within normal baseline
EVT_002178,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002179,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002180,False,NORMAL,none,Standard event within normal baseline
EVT_002181,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002182,False,NORMAL,none,Standard event within normal baseline
EVT_002183,False,NORMAL,none,Standard event within normal baseline
EVT_002184,False,NORMAL,none,Standard event within normal baseline
EVT_002185,False,NORMAL,none,Standard event within normal baseline
EVT_002186,False,NORMAL,none,Standard event within normal baseline
EVT_002187,False,NORMAL,none,Standard event within normal baseline
EVT_002188,False,NORMAL,none,Standard event within normal baseline
EVT_002189,False,NORMAL,none,Standard event within normal baseline
EVT_002190,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002191,False,NORMAL,none,Standard event within normal baseline
EVT_002192,False,NORMAL,none,Standard event within normal baseline
EVT_002193,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_002194,False,NORMAL,none,Standard event within normal baseline
EVT_002195,False,NORMAL,none,Standard event within normal baseline
EVT_002196,False,NORMAL,none,Standard event within normal baseline
EVT_002197,False,NORMAL,none,Standard event within normal baseline
EVT_002198,False,NORMAL,none,Standard event within normal baseline
EVT_002199,False,NORMAL,none,Standard event within normal baseline
EVT_002200,False,NORMAL,none,Standard event within normal baseline
EVT_002201,False,NORMAL,none,Standard event within normal baseline
EVT_002202,False,NORMAL,none,Standard event within normal baseline
EVT_002203,False,NORMAL,none,Standard event within normal baseline
EVT_002204,False,NORMAL,none,Standard event within normal baseline
EVT_002205,False,NORMAL,none,Standard event within normal baseline
EVT_002206,False,NORMAL,none,Standard event within normal baseline
EVT_002207,False,NORMAL,none,Standard event within normal baseline
EVT_002208,False,NORMAL,none,Standard event within normal baseline
EVT_002209,False,NORMAL,none,Standard event within normal baseline
EVT_002210,False,NORMAL,none,Standard event within normal baseline
EVT_002211,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_002212,False,NORMAL,none,Standard event within normal baseline
EVT_002213,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002214,False,NORMAL,none,Standard event within normal baseline
EVT_002215,False,NORMAL,none,Standard event within normal baseline
EVT_002216,False,NORMAL,none,Standard event within normal baseline
EVT_002217,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002218,False,NORMAL,none,Standard event within normal baseline
EVT_002219,False,NORMAL,none,Standard event within normal baseline
EVT_002220,False,NORMAL,none,Standard event within normal baseline
EVT_002221,False,NORMAL,none,Standard event within normal baseline
EVT_002222,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_002223,False,NORMAL,none,Standard event within normal baseline
EVT_002224,False,NORMAL,none,Standard event within normal baseline
EVT_002225,False,NORMAL,none,Standard event within normal baseline
EVT_002226,False,NORMAL,none,Standard event within normal baseline
EVT_002227,False,NORMAL,none,Standard event within normal baseline
EVT_002228,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002229,False,NORMAL,none,Standard event within normal baseline
EVT_002230,False,NORMAL,none,Standard event within normal baseline
EVT_002231,False,NORMAL,none,Standard event within normal baseline
EVT_002232,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002233,False,NORMAL,none,Standard event within normal baseline
EVT_002234,False,NORMAL,none,Standard event within normal baseline
EVT_002235,False,NORMAL,none,Standard event within normal baseline
EVT_002236,False,NORMAL,none,Standard event within normal baseline
EVT_002237,False,NORMAL,none,Standard event within normal baseline
EVT_002238,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002239,False,NORMAL,none,Standard event within normal baseline
EVT_002240,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002241,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002242,False,NORMAL,none,Standard event within normal baseline
EVT_002243,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002244,False,NORMAL,none,Standard event within normal baseline
EVT_002245,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002246,False,NORMAL,none,Standard event within normal baseline
EVT_002247,False,NORMAL,none,Standard event within normal baseline
EVT_002248,False,NORMAL,none,Standard event within normal baseline
EVT_002249,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002250,False,NORMAL,none,Standard event within normal baseline
EVT_002251,False,NORMAL,none,Standard event within normal baseline
EVT_002252,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002253,False,NORMAL,none,Standard event within normal baseline
EVT_002254,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_002255,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002256,False,NORMAL,none,Standard event within normal baseline
EVT_002257,False,NORMAL,none,Standard event within normal baseline
EVT_002258,False,NORMAL,none,Standard event within normal baseline
EVT_002259,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002260,False,NORMAL,none,Standard event within normal baseline
EVT_002261,False,NORMAL,none,Standard event within normal baseline
EVT_002262,False,NORMAL,none,Standard event within normal baseline
EVT_002263,False,NORMAL,none,Standard event within normal baseline
EVT_002264,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002265,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002266,False,NORMAL,none,Standard event within normal baseline
EVT_002267,False,NORMAL,none,Standard event within normal baseline
EVT_002268,False,NORMAL,none,Standard event within normal baseline
EVT_002269,False,NORMAL,none,Standard event within normal baseline
EVT_002270,False,NORMAL,none,Standard event within normal baseline
EVT_002271,False,NORMAL,none,Standard event within normal baseline
EVT_002272,False,NORMAL,none,Standard event within normal baseline
EVT_002273,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002274,False,NORMAL,none,Standard event within normal baseline
EVT_002275,False,NORMAL,none,Standard event within normal baseline
EVT_002276,False,NORMAL,none,Standard event within normal baseline
EVT_002277,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002278,False,NORMAL,none,Standard event within normal baseline
EVT_002279,False,NORMAL,none,Standard event within normal baseline
EVT_002280,False,NORMAL,none,Standard event within normal baseline
EVT_002281,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_002282,False,NORMAL,none,Standard event within normal baseline
